qseqid,sseqid,pident,ppos,length,evalue,bitscore
sp|A0A089QKZ7|Y155A_MYCTU,sp|A0A089QKZ7.1|,100.0,100.0,62,8.9e-37,119.0
sp|P9WGG1|GMHA_MYCTU,sp|Q30T29.1|,42.328,60.32,189,1.9e-49,162.0
sp|P9WGG1|GMHA_MYCTU,sp|Q55797.1|,47.093,63.95,172,5.07e-49,160.0
sp|P9WGG3|NPD_MYCTU,sp|A5U1J9.1|,100.0,100.0,237,1.4000000000000001e-173,479.0
sp|P9WGG3|NPD_MYCTU,sp|Q9CBW6.1|,85.232,91.56,237,1.35e-149,419.0
sp|P9WGG3|NPD_MYCTU,sp|Q73WM7.1|,86.076,91.14,237,3.96e-149,417.0
sp|P9WGG3|NPD_MYCTU,sp|A0QC96.1|,85.408,90.99,233,4.87e-145,407.0
sp|P9WGG3|NPD_MYCTU,sp|A0R2N3.1|,69.198,81.43,237,4.43e-122,349.0
sp|P9WGG3|NPD_MYCTU,sp|Q8NSM4.1|,50.0,66.1,236,2.67e-78,239.0
sp|P9WGG3|NPD_MYCTU,sp|Q8FRV5.2|,48.291,62.82,234,2.4800000000000003e-72,223.0
sp|P9WGG3|NPD_MYCTU,sp|Q8ZT00.1|,49.362,65.96,235,6.870000000000001e-70,217.0
sp|P9WGG3|NPD_MYCTU,sp|O67919.1|,46.414,63.29,237,2.35e-69,215.0
sp|P9WGG5|SIGG_MYCTU,sp|P9WGG4.1|,100.0,100.0,370,0.0,749.0
sp|P9WGG7|SIGE_MYCTU,sp|H8F0N6.1|,100.0,100.0,257,0.0,533.0
sp|P9WGG9|RPSD_MYCTU,sp|P66812.1|,100.0,100.0,212,1.79e-151,421.0
sp|P9WGH1|RPSC_MYCTU,sp|P66810.1|,100.0,100.0,185,3.16e-130,365.0
sp|P9WGH3|SIGI_MYCTU,sp|P9WGH2.1|,100.0,100.0,290,0.0,579.0
sp|P9WGH5|SIGL_MYCTU,sp|H8EXN1.1|,100.0,100.0,177,1.07e-124,350.0
sp|P9WGH7|SIGK_MYCTU,sp|A1KFR7.1|,100.0,100.0,187,2.67e-136,381.0
sp|P9WGH9|SIGH_MYCTU,sp|P66808.1|,100.0,100.0,216,6.22e-160,443.0
sp|P9WGI1|SIGA_MYCTU,sp|P0A603.1|,100.0,100.0,528,0.0,1055.0
sp|P9WGI1|SIGA_MYCTU,sp|P18183.2|,73.278,82.09,363,2.33e-179,517.0
sp|P9WGI1|SIGA_MYCTU,sp|B1VXR4.1|,77.744,86.59,328,3.83e-177,511.0
sp|P9WGI1|SIGA_MYCTU,sp|P9WGI4.1|,62.857,77.78,315,1.51e-132,390.0
sp|P9WGI1|SIGA_MYCTU,sp|O66381.2|,64.026,77.56,303,2.84e-132,392.0
sp|P9WGI1|SIGA_MYCTU,sp|Q5HNY7.1|,62.706,77.23,303,3.32e-130,386.0
sp|P9WGI3|SIGF_MYCTU,sp|P9WGI2.1|,100.0,100.0,261,0.0,520.0
sp|P9WGI3|SIGF_MYCTU,sp|P37971.1|,45.339,67.8,236,1.02e-67,214.0
sp|P9WGI3|SIGF_MYCTU,sp|P37970.1|,44.492,66.95,236,2.1800000000000003e-64,206.0
sp|P9WGI3|SIGF_MYCTU,sp|Q9K5J6.1|,35.217,60.43,230,4.18e-45,155.0
sp|P9WGI3|SIGF_MYCTU,sp|P06574.3|,35.193,57.51,233,7.679999999999999e-45,154.0
sp|P9WGI3|SIGF_MYCTU,sp|P35145.1|,35.874,56.95,223,3.32e-36,132.0
sp|P9WGI5|SIGB_MYCTU,sp|P9WGI4.1|,100.0,100.0,323,0.0,647.0
sp|P9WGI5|SIGB_MYCTU,sp|P33118.2|,78.878,88.45,303,1.19e-170,479.0
sp|P9WGI5|SIGB_MYCTU,sp|P0A603.1|,62.857,77.78,315,7.44e-133,390.0
sp|P9WGI5|SIGB_MYCTU,sp|P18183.2|,61.745,75.84,298,8e-126,372.0
sp|P9WGI5|SIGB_MYCTU,sp|B1VXR4.1|,61.745,75.84,298,2.2800000000000002e-125,371.0
sp|P9WGI5|SIGB_MYCTU,sp|P52328.1|,54.545,71.72,297,7.400000000000001e-109,324.0
sp|P9WGI7|GLYA2_MYCTU,sp|P9WGI6.1|,100.0,100.0,425,0.0,865.0
sp|P9WGI7|GLYA2_MYCTU,sp|Q7U2X3.1|,99.765,99.76,425,0.0,862.0
sp|P9WGI7|GLYA2_MYCTU,sp|B1VZY7.1|,73.46,83.41,422,0.0,588.0
sp|P9WGI7|GLYA2_MYCTU,sp|Q47MD6.1|,71.021,81.47,421,0.0,584.0
sp|P9WGI7|GLYA2_MYCTU,sp|Q6ADF0.1|,69.596,79.1,421,0.0,583.0
sp|P9WGI7|GLYA2_MYCTU,sp|Q82JI0.1|,72.986,82.23,422,0.0,579.0
sp|P9WGI7|GLYA2_MYCTU,sp|B2GM31.1|,68.571,78.57,420,0.0,576.0
sp|P9WGI7|GLYA2_MYCTU,sp|B0RDR3.2|,69.121,79.57,421,0.0,573.0
sp|P9WGI7|GLYA2_MYCTU,sp|Q5YQ76.1|,69.471,78.85,416,0.0,572.0
sp|P9WGI7|GLYA2_MYCTU,sp|A5CU18.1|,68.884,79.33,421,0.0,570.0
sp|P9WGI7|GLYA2_MYCTU,sp|Q6NI47.1|,67.866,77.46,417,0.0,566.0
sp|P9WGI7|GLYA2_MYCTU,sp|Q8FQR1.2|,68.51,76.92,416,0.0,565.0
sp|P9WGI7|GLYA2_MYCTU,sp|P59953.3|,68.51,77.64,416,0.0,559.0
sp|P9WGI7|GLYA2_MYCTU,sp|P9WGI8.2|,68.51,77.64,416,0.0,559.0
sp|P9WGI7|GLYA2_MYCTU,sp|P9WGI9.2|,68.269,77.4,416,0.0,558.0
sp|P9WGI7|GLYA2_MYCTU,sp|O86565.1|,72.17,82.78,424,0.0,554.0
sp|P9WGI7|GLYA2_MYCTU,sp|A0QC23.2|,67.788,76.92,416,0.0,554.0
sp|P9WGI7|GLYA2_MYCTU,sp|A4QCW6.1|,67.067,75.72,416,0.0,554.0
sp|P9WGI7|GLYA2_MYCTU,sp|A6WF55.1|,70.944,81.11,413,0.0,550.0
sp|P9WGI7|GLYA2_MYCTU,sp|Q73WG1.1|,67.548,76.68,416,0.0,550.0
sp|P9WGI7|GLYA2_MYCTU,sp|A1A1V0.1|,64.371,75.53,421,0.0,548.0
sp|P9WGI7|GLYA2_MYCTU,sp|B8ZSH2.1|,66.99,75.73,412,0.0,545.0
sp|P9WGI7|GLYA2_MYCTU,sp|B7GTL3.1|,63.183,74.58,421,0.0,543.0
sp|P9WGI7|GLYA2_MYCTU,sp|B1VFM5.1|,67.225,75.84,418,0.0,539.0
sp|P9WGI7|GLYA2_MYCTU,sp|Q4JU69.2|,65.789,76.32,418,0.0,539.0
sp|P9WGI9|GLYA1_MYCTU,sp|P9WGI9.2|,100.0,100.0,438,0.0,879.0
sp|P9WGI9|GLYA1_MYCTU,sp|P9WGI8.2|,99.772,99.77,438,0.0,878.0
sp|P9WGI9|GLYA1_MYCTU,sp|P59953.3|,99.765,99.77,426,0.0,854.0
sp|P9WGI9|GLYA1_MYCTU,sp|B8ZSH2.1|,89.906,93.9,426,0.0,782.0
sp|P9WGI9|GLYA1_MYCTU,sp|A0QC23.2|,88.732,94.6,426,0.0,771.0
sp|P9WGI9|GLYA1_MYCTU,sp|Q73WG1.1|,88.263,94.13,426,0.0,765.0
sp|P9WGI9|GLYA1_MYCTU,sp|Q8FQR1.2|,75.294,85.88,425,0.0,665.0
sp|P9WGI9|GLYA1_MYCTU,sp|Q5YQ76.1|,77.156,85.08,429,0.0,664.0
sp|P9WGI9|GLYA1_MYCTU,sp|A4QCW6.1|,74.588,84.94,425,0.0,653.0
sp|P9WGI9|GLYA1_MYCTU,sp|Q6NI47.1|,72.897,83.18,428,0.0,641.0
sp|P9WGI9|GLYA1_MYCTU,sp|B1VFM5.1|,75.406,83.99,431,0.0,639.0
sp|P9WGI9|GLYA1_MYCTU,sp|Q6ADF0.1|,75.534,84.32,421,0.0,631.0
sp|P9WGI9|GLYA1_MYCTU,sp|B2GM31.1|,73.412,83.06,425,0.0,630.0
sp|P9WGI9|GLYA1_MYCTU,sp|B0RDR3.2|,76.01,85.75,421,0.0,625.0
sp|P9WGI9|GLYA1_MYCTU,sp|Q4JU69.2|,73.995,84.87,423,0.0,625.0
sp|P9WGI9|GLYA1_MYCTU,sp|A5CU18.1|,75.534,85.27,421,0.0,620.0
sp|P9WGI9|GLYA1_MYCTU,sp|A1A1V0.1|,69.977,81.29,433,0.0,613.0
sp|P9WGI9|GLYA1_MYCTU,sp|B7GTL3.1|,68.822,80.14,433,0.0,610.0
sp|P9WGI9|GLYA1_MYCTU,sp|A6WF55.1|,75.12,84.93,418,0.0,602.0
sp|P9WGI9|GLYA1_MYCTU,sp|Q47MD6.1|,71.292,82.06,418,0.0,582.0
sp|P9WGI9|GLYA1_MYCTU,sp|B1VZY7.1|,70.784,82.19,421,0.0,563.0
sp|P9WGI9|GLYA1_MYCTU,sp|Q82JI0.1|,70.784,80.76,421,0.0,562.0
sp|P9WGI9|GLYA1_MYCTU,sp|P9WGI6.1|,68.269,77.4,416,0.0,558.0
sp|P9WGI9|GLYA1_MYCTU,sp|Q7U2X3.1|,68.269,77.4,416,0.0,558.0
sp|P9WGI9|GLYA1_MYCTU,sp|O86565.1|,69.431,79.86,422,0.0,526.0
sp|P9WGJ1|Y3661_MYCTU,sp|P9WGJ0.1|,100.0,100.0,287,0.0,587.0
sp|P9WGJ3|SERB1_MYCTU,sp|P66802.1|,100.0,100.0,308,0.0,618.0
sp|P9WGJ5|SEPF_MYCTU,sp|A1KKJ0.2|,100.0,100.0,218,1.1e-154,430.0
sp|P9WGJ5|SEPF_MYCTU,sp|B2HGR0.1|,88.789,94.17,223,6.540000000000001e-129,365.0
sp|P9WGJ5|SEPF_MYCTU,sp|A0PTI1.1|,88.789,93.72,223,1.24e-128,364.0
sp|P9WGJ5|SEPF_MYCTU,sp|B8ZQQ6.1|,83.486,89.91,218,4.02e-118,337.0
sp|P9WGJ5|SEPF_MYCTU,sp|A0QF59.2|,83.784,87.39,222,2.92e-111,320.0
sp|P9WGJ5|SEPF_MYCTU,sp|Q73YR4.1|,83.333,86.94,222,1.7200000000000002e-110,318.0
sp|P9WGJ5|SEPF_MYCTU,sp|A1UI48.1|,71.795,79.06,234,6.060000000000001e-88,261.0
sp|P9WGJ7|Y3402_MYCTU,sp|P9WGJ6.1|,100.0,100.0,412,0.0,846.0
sp|P9WGJ7|Y3402_MYCTU,sp|Q7TWJ6.2|,99.757,99.76,412,0.0,842.0
sp|P9WGJ7|Y3402_MYCTU,sp|Q6U1I3.1|,26.542,45.31,373,1.74e-35,137.0
sp|P9WGJ7|Y3402_MYCTU,sp|Q9XCW4.1|,23.925,43.82,372,7.73e-27,113.0
sp|P9WGJ9|EMBR_MYCTU,sp|P66800.1|,100.0,100.0,388,0.0,791.0
sp|P9WGK1|DOST_MYCTU,sp|P9WGK0.1|,100.0,100.0,573,0.0,1130.0
sp|P9WGK3|DEVS_MYCTU,sp|P9WGK2.1|,100.0,100.0,578,0.0,1139.0
sp|P9WGK5|SENX3_MYCTU,sp|P0A601.1|,100.0,100.0,410,0.0,817.0
sp|P9WGK5|SENX3_MYCTU,sp|P54883.1|,84.069,90.2,408,0.0,648.0
sp|P9WGK5|SENX3_MYCTU,sp|A0QR01.1|,72.206,85.96,349,1.25e-178,505.0
sp|P9WGK5|SENX3_MYCTU,sp|P23545.1|,40.084,60.34,237,2.37e-47,173.0
sp|P9WGK5|SENX3_MYCTU,sp|P45608.1|,34.981,55.13,263,2.04e-40,151.0
sp|P9WGK5|SENX3_MYCTU,sp|P08400.1|,34.426,54.92,244,1.89e-36,140.0
sp|P9WGK5|SENX3_MYCTU,sp|Q45614.1|,36.402,53.97,239,2.17e-36,143.0
sp|P9WGK5|SENX3_MYCTU,sp|P35164.1|,32.53,56.22,249,8.2e-36,141.0
sp|P9WGK5|SENX3_MYCTU,sp|P45609.1|,32.941,53.73,255,5.3e-35,137.0
sp|P9WGK5|SENX3_MYCTU,sp|A0A0H2ZNH9.1|,30.312,49.58,353,4.23e-34,135.0
sp|P9WGK5|SENX3_MYCTU,sp|A5A2P0.1|,31.95,51.87,241,3.49e-32,129.0
sp|P9WGK5|SENX3_MYCTU,sp|Q9RDT3.1|,31.667,52.92,240,3.56e-32,129.0
sp|P9WGK5|SENX3_MYCTU,sp|A5INR0.1|,31.818,53.31,242,3.3300000000000003e-31,128.0
sp|P9WGK5|SENX3_MYCTU,sp|A6QD58.1|,31.818,53.31,242,3.5600000000000002e-31,128.0
sp|P9WGK5|SENX3_MYCTU,sp|Q4A159.1|,32.645,53.31,242,5.28e-31,128.0
sp|P9WGK5|SENX3_MYCTU,sp|Q6GKS6.1|,31.405,52.89,242,1.04e-30,127.0
sp|P9WGK7|PRRB_MYCTU,sp|P0A5Z9.1|,100.0,100.0,446,0.0,890.0
sp|P9WGK7|PRRB_MYCTU,sp|O33071.1|,92.377,96.41,446,0.0,813.0
sp|P9WGK7|PRRB_MYCTU,sp|A1TEL6.1|,27.594,45.25,453,1.52e-26,114.0
sp|P9WGK7|PRRB_MYCTU,sp|Q742C0.2|,31.098,49.39,328,5.08e-26,113.0
sp|P9WGK7|PRRB_MYCTU,sp|A0QBR0.2|,30.793,49.09,328,2.99e-25,111.0
sp|P9WGK7|PRRB_MYCTU,sp|Q9Z5G7.1|,30.347,46.82,346,4.32e-25,110.0
sp|P9WGK7|PRRB_MYCTU,sp|Q9HZ47.1|,33.333,46.52,273,1.81e-23,105.0
sp|P9WGK7|PRRB_MYCTU,sp|A0PWB3.1|,29.155,48.69,343,5.98e-23,104.0
sp|P9WGK7|PRRB_MYCTU,sp|A1KHB8.1|,30.031,47.68,323,8.76e-23,103.0
sp|P9WGK9|MTRB_MYCTU,sp|P9WGK9.1|,100.0,100.0,567,0.0,1128.0
sp|P9WGK9|MTRB_MYCTU,sp|P59963.1|,99.824,100.0,567,0.0,1126.0
sp|P9WGK9|MTRB_MYCTU,sp|Q9CCJ1.1|,88.707,93.44,549,0.0,971.0
sp|P9WGK9|MTRB_MYCTU,sp|Q93CB7.1|,87.818,92.91,550,0.0,963.0
sp|P9WGK9|MTRB_MYCTU,sp|A0QTK3.2|,82.707,91.35,532,0.0,836.0
sp|P9WGK9|MTRB_MYCTU,sp|Q04943.1|,36.426,52.92,291,2.57e-39,154.0
sp|P9WGK9|MTRB_MYCTU,sp|A0A0H3GPN8.1|,30.0,50.0,330,2.61e-32,132.0
sp|P9WGK9|MTRB_MYCTU,sp|P0AE82.1|,29.697,50.0,330,6.370000000000001e-32,131.0
sp|P9WGK9|MTRB_MYCTU,sp|A5A2P0.1|,30.435,56.09,230,1.07e-31,130.0
sp|P9WGK9|MTRB_MYCTU,sp|P23545.1|,29.67,53.85,273,1.72e-30,129.0
sp|P9WGK9|MTRB_MYCTU,sp|Q8CSL7.1|,26.073,50.83,303,1.79e-30,127.0
sp|P9WGK9|MTRB_MYCTU,sp|Q5HPC4.1|,26.073,50.5,303,1.9999999999999998e-30,127.0
sp|P9WGK9|MTRB_MYCTU,sp|Q45614.1|,28.655,52.05,342,2.2400000000000002e-29,125.0
sp|P9WGL1|MPRB_MYCTU,sp|A5U124.1|,100.0,100.0,504,0.0,998.0
sp|P9WGL1|MPRB_MYCTU,sp|A1KHB8.1|,99.802,99.8,504,0.0,995.0
sp|P9WGL1|MPRB_MYCTU,sp|A0PWB3.1|,86.275,90.39,510,0.0,808.0
sp|P9WGL1|MPRB_MYCTU,sp|A0QBR0.2|,84.51,89.22,510,0.0,801.0
sp|P9WGL1|MPRB_MYCTU,sp|Q742C0.2|,84.314,89.02,510,0.0,800.0
sp|P9WGL1|MPRB_MYCTU,sp|Q9Z5G7.1|,81.274,85.91,518,0.0,779.0
sp|P9WGL1|MPRB_MYCTU,sp|A3Q5L8.1|,81.023,87.42,469,0.0,697.0
sp|P9WGL1|MPRB_MYCTU,sp|A1UL69.1|,81.29,87.74,465,0.0,695.0
sp|P9WGL1|MPRB_MYCTU,sp|A1TEL6.1|,75.717,85.43,453,0.0,665.0
sp|P9WGL1|MPRB_MYCTU,sp|A0R3I7.2|,78.925,86.88,465,0.0,627.0
sp|P9WGL1|MPRB_MYCTU,sp|P0A5Z9.1|,30.031,47.68,323,2.1600000000000002e-26,114.0
sp|P9WGL1|MPRB_MYCTU,sp|O34638.1|,27.511,47.38,458,6.98e-26,113.0
sp|P9WGL3|KDPD_MYCTU,sp|P9WGL3.1|,100.0,100.0,860,0.0,1712.0
sp|P9WGL3|KDPD_MYCTU,sp|P9WGL2.1|,99.884,99.88,860,0.0,1709.0
sp|P9WGL3|KDPD_MYCTU,sp|O34971.1|,44.052,59.01,849,4.12e-178,538.0
sp|P9WGL3|KDPD_MYCTU,sp|P21865.2|,31.473,50.22,896,1.46e-122,394.0
sp|P9WGL3|KDPD_MYCTU,sp|P94608.2|,27.955,49.43,880,2.44e-113,370.0
sp|P9WGL3|KDPD_MYCTU,sp|Q2FWH7.1|,24.575,46.21,883,2.5599999999999997e-89,305.0
sp|P9WGL3|KDPD_MYCTU,sp|P73870.1|,41.36,61.76,353,7.22e-76,254.0
sp|P9WGL3|KDPD_MYCTU,sp|A5W4E3.1|,28.875,47.11,329,8.86e-20,98.6
sp|P9WGL3|KDPD_MYCTU,sp|E0X9C7.1|,28.875,47.11,329,1.66e-19,97.8
sp|P9WGL5|PDTAS_MYCTU,sp|P9WGL4.1|,100.0,100.0,501,0.0,994.0
sp|P9WGL7|Y3143_MYCTU,sp|P9WGL6.1|,100.0,100.0,133,2.26e-92,265.0
sp|P9WGL9|REGX3_MYCTU,sp|O07130.2|,100.0,100.0,227,4.63e-162,449.0
sp|P9WGL9|REGX3_MYCTU,sp|Q9F868.1|,92.982,96.05,228,3.87e-144,404.0
sp|P9WGL9|REGX3_MYCTU,sp|P54884.1|,95.431,97.46,197,5.3100000000000004e-132,372.0
sp|P9WGL9|REGX3_MYCTU,sp|P37478.1|,47.788,69.03,226,4.12e-70,217.0
sp|P9WGL9|REGX3_MYCTU,sp|Q5HK18.1|,46.696,67.84,227,5.21e-68,211.0
sp|P9WGL9|REGX3_MYCTU,sp|Q4LAJ9.1|,46.696,67.84,227,5.749999999999999e-68,211.0
sp|P9WGL9|REGX3_MYCTU,sp|Q4A160.1|,48.018,68.72,227,6.209999999999999e-68,211.0
sp|P9WGL9|REGX3_MYCTU,sp|A5INQ9.1|,46.696,68.28,227,7.97e-68,211.0
sp|P9WGL9|REGX3_MYCTU,sp|P39663.1|,46.581,69.66,234,2.58e-67,210.0
sp|P9WGL9|REGX3_MYCTU,sp|A0A0H2UQ68.1|,44.828,68.1,232,1.64e-65,205.0
sp|P9WGL9|REGX3_MYCTU,sp|P13792.4|,43.723,64.94,231,2.42e-63,200.0
sp|P9WGL9|REGX3_MYCTU,sp|Q93CB8.2|,49.774,68.78,221,4.75e-61,193.0
sp|P9WGL9|REGX3_MYCTU,sp|P0A5Z5.2|,49.774,68.78,221,5.63e-61,193.0
sp|P9WGM1|PRRA_MYCTU,sp|P0A5Z7.1|,100.0,100.0,233,5.27e-163,452.0
sp|P9WGM1|PRRA_MYCTU,sp|Q50136.2|,95.708,97.85,233,4.76e-157,437.0
sp|P9WGM1|PRRA_MYCTU,sp|A0R3I8.1|,52.915,69.06,223,6.53e-74,226.0
sp|P9WGM1|PRRA_MYCTU,sp|A1UL70.1|,52.018,66.37,223,2.95e-70,217.0
sp|P9WGM1|PRRA_MYCTU,sp|A0QBQ9.1|,51.121,66.82,223,1.07e-68,213.0
sp|P9WGM1|PRRA_MYCTU,sp|A1KHB7.1|,50.667,66.22,225,1.9199999999999997e-68,213.0
sp|P9WGM1|PRRA_MYCTU,sp|A5U123.1|,50.667,65.78,225,4.34e-68,212.0
sp|P9WGM1|PRRA_MYCTU,sp|A0PWB4.1|,50.22,66.96,227,1.6499999999999997e-67,210.0
sp|P9WGM1|PRRA_MYCTU,sp|A1TEL7.1|,50.893,66.07,224,2.48e-67,210.0
sp|P9WGM1|PRRA_MYCTU,sp|Q9CD68.1|,49.776,65.92,223,1.5e-66,207.0
sp|P9WGM1|PRRA_MYCTU,sp|P0C000.1|,39.91,64.13,223,2.5400000000000003e-56,181.0
sp|P9WGM1|PRRA_MYCTU,sp|O34903.1|,39.91,61.88,223,2.93e-56,181.0
sp|P9WGM1|PRRA_MYCTU,sp|P13792.4|,42.672,58.62,232,6.53e-55,178.0
sp|P9WGM1|PRRA_MYCTU,sp|Q02540.1|,44.444,62.22,225,1.4399999999999997e-54,177.0
sp|P9WGM1|PRRA_MYCTU,sp|L7N689.1|,42.152,62.33,223,3.9099999999999994e-54,177.0
sp|P9WGM1|PRRA_MYCTU,sp|Q99U73.2|,39.111,62.67,225,8.829999999999999e-54,175.0
sp|P9WGM1|PRRA_MYCTU,sp|A0A0H2UQ68.1|,42.609,59.13,230,1.21e-53,175.0
sp|P9WGM1|PRRA_MYCTU,sp|P48259.1|,43.162,59.83,234,2.47e-53,174.0
sp|P9WGM1|PRRA_MYCTU,sp|Q4L6C6.1|,38.739,61.71,222,3.3899999999999998e-53,173.0
sp|P9WGM3|PDTAR_MYCTU,sp|P9WGM2.1|,100.0,100.0,205,2.0400000000000002e-144,403.0
sp|P9WGM3|PDTAR_MYCTU,sp|Q56312.1|,43.966,64.66,116,1.11e-22,91.3
sp|P9WGM3|PDTAR_MYCTU,sp|P24072.3|,42.241,62.07,116,6.300000000000001e-21,86.7
sp|P9WGM3|PDTAR_MYCTU,sp|B0R4K1.1|,42.478,63.72,113,1.14e-18,80.9
sp|P9WGM3|PDTAR_MYCTU,sp|P45709.1|,37.5,62.5,112,9.87e-18,78.6
sp|P9WGM3|PDTAR_MYCTU,sp|P52942.1|,34.167,65.0,120,1.31e-16,75.5
sp|P9WGM3|PDTAR_MYCTU,sp|P55184.2|,39.062,57.81,128,6.47e-16,76.3
sp|P9WGM3|PDTAR_MYCTU,sp|O07019.1|,37.607,59.83,117,9e-16,75.5
sp|P9WGM3|PDTAR_MYCTU,sp|P96126.1|,35.345,54.31,116,1.26e-15,73.6
sp|P9WGM3|PDTAR_MYCTU,sp|P37478.1|,38.655,61.34,119,2.32e-15,75.1
sp|P9WGM3|PDTAR_MYCTU,sp|Q9KL96.1|,34.307,56.2,137,2.46e-15,75.5
sp|P9WGM3|PDTAR_MYCTU,sp|P96686.1|,33.333,58.97,117,3.66e-15,73.9
sp|P9WGM3|PDTAR_MYCTU,sp|P06628.1|,29.825,65.79,114,4.1e-15,71.6
sp|P9WGM3|PDTAR_MYCTU,sp|O32197.1|,39.655,59.48,116,5.08e-15,73.6
sp|P9WGM3|PDTAR_MYCTU,sp|A6X580.1|,32.203,55.08,118,7.61e-15,70.9
sp|P9WGM3|PDTAR_MYCTU,sp|O78428.1|,41.026,54.7,117,1.36e-14,73.2
sp|P9WGM3|PDTAR_MYCTU,sp|Q2KCH7.1|,35.652,55.65,115,1.44e-14,70.5
sp|P9WGM3|PDTAR_MYCTU,sp|Q06065.2|,32.857,57.86,140,1.53e-14,74.7
sp|P9WGM3|PDTAR_MYCTU,sp|A0A0H2ZNF6.1|,33.884,55.37,121,1.62e-14,72.4
sp|P9WGM3|PDTAR_MYCTU,sp|P0A4H5.1|,33.043,61.74,115,1.64e-14,70.1
sp|P9WGM3|PDTAR_MYCTU,sp|P48259.1|,39.091,60.0,110,1.83e-14,72.8
sp|P9WGM3|PDTAR_MYCTU,sp|O29221.1|,33.103,59.31,145,5.73e-14,72.4
sp|P9WGM5|NARL_MYCTU,sp|P9WGM4.1|,100.0,100.0,216,4.89e-153,426.0
sp|P9WGM5|NARL_MYCTU,sp|P13800.2|,33.937,52.94,221,2.04e-37,132.0
sp|P9WGM5|NARL_MYCTU,sp|P54662.1|,32.883,54.05,222,3.23e-36,130.0
sp|P9WGM5|NARL_MYCTU,sp|P55184.2|,34.597,54.03,211,1.2300000000000001e-33,122.0
sp|P9WGM5|NARL_MYCTU,sp|P94439.1|,32.394,52.11,213,1.01e-30,115.0
sp|P9WGM5|NARL_MYCTU,sp|P0C0Z1.1|,33.81,53.81,210,9.189999999999999e-30,112.0
sp|P9WGM5|NARL_MYCTU,sp|P31802.1|,35.849,52.83,212,2.98e-29,111.0
sp|P9WGM5|NARL_MYCTU,sp|O32197.1|,34.123,50.24,211,3.41e-29,111.0
sp|P9WGM5|NARL_MYCTU,sp|Q7WZY4.1|,28.241,50.46,216,1.35e-28,109.0
sp|P9WGM5|NARL_MYCTU,sp|O07528.1|,32.857,55.24,210,1.49e-28,109.0
sp|P9WGM5|NARL_MYCTU,sp|P44845.1|,30.918,51.69,207,1.75e-28,109.0
sp|P9WGM5|NARL_MYCTU,sp|Q1M7A0.1|,33.171,52.68,205,8.27e-28,107.0
sp|P9WGM5|NARL_MYCTU,sp|Q4L8Q6.1|,29.63,51.39,216,1.5300000000000001e-27,107.0
sp|P9WGM7|MTRA_MYCTU,sp|P0A5Z5.2|,100.0,100.0,228,4.8300000000000007e-163,452.0
sp|P9WGM7|MTRA_MYCTU,sp|Q93CB8.2|,100.0,100.0,225,1.4e-160,446.0
sp|P9WGM7|MTRA_MYCTU,sp|Q9CCJ2.2|,99.111,99.56,225,2.7199999999999997e-159,442.0
sp|P9WGM7|MTRA_MYCTU,sp|A0QTK2.1|,96.93,98.25,228,2.3e-158,440.0
sp|P9WGM7|MTRA_MYCTU,sp|O07130.2|,49.774,68.78,221,9.999999999999999e-69,213.0
sp|P9WGM7|MTRA_MYCTU,sp|Q9F868.1|,49.099,68.02,222,3.31e-67,209.0
sp|P9WGM7|MTRA_MYCTU,sp|P28835.1|,47.368,67.98,228,3.41e-67,209.0
sp|P9WGM7|MTRA_MYCTU,sp|Q5HK18.1|,45.815,66.08,227,2.97e-66,207.0
sp|P9WGM7|MTRA_MYCTU,sp|Q4LAJ9.1|,45.815,66.08,227,5.59e-66,206.0
sp|P9WGM7|MTRA_MYCTU,sp|A5INQ9.1|,45.374,66.08,227,8.37e-66,206.0
sp|P9WGM7|MTRA_MYCTU,sp|P48259.1|,45.064,66.52,233,2.8800000000000002e-64,202.0
sp|P9WGM7|MTRA_MYCTU,sp|P37478.1|,46.121,65.52,232,2.9300000000000003e-64,202.0
sp|P9WGM7|MTRA_MYCTU,sp|Q4A160.1|,44.053,66.08,227,6.230000000000001e-64,201.0
sp|P9WGM7|MTRA_MYCTU,sp|Q1XDC9.2|,45.064,64.81,233,3.1e-63,199.0
sp|P9WGM7|MTRA_MYCTU,sp|P51358.1|,45.064,64.81,233,3.98e-63,199.0
sp|P9WGM7|MTRA_MYCTU,sp|P39663.1|,45.299,64.53,234,9.749999999999999e-62,196.0
sp|P9WGM7|MTRA_MYCTU,sp|P13792.4|,44.304,61.6,237,7.079999999999999e-61,193.0
sp|P9WGM7|MTRA_MYCTU,sp|O78428.1|,43.668,65.07,229,1.64e-60,193.0
sp|P9WGM7|MTRA_MYCTU,sp|Q04942.2|,47.059,66.97,221,5.33e-60,191.0
sp|P9WGM9|MPRA_MYCTU,sp|A5U123.1|,100.0,100.0,230,7.57e-163,451.0
sp|P9WGM9|MPRA_MYCTU,sp|A1KHB7.1|,99.565,99.57,230,2.24e-162,450.0
sp|P9WGM9|MPRA_MYCTU,sp|A0QBQ9.1|,97.368,98.25,228,1.5500000000000001e-156,436.0
sp|P9WGM9|MPRA_MYCTU,sp|A0PWB4.1|,94.397,96.98,232,1.5e-152,426.0
sp|P9WGM9|MPRA_MYCTU,sp|Q9CD68.1|,93.86,96.93,228,1.54e-150,420.0
sp|P9WGM9|MPRA_MYCTU,sp|A1TEL7.1|,92.208,94.81,231,2.84e-147,412.0
